source_message_index,event_id,session_type,message_timestamp,message_lap,message,process_status,car_numbers,car_count,location,incident_lap_explicit,incident_family
5567,2021-hun,Race,2021-08-01 06:38:57-07:00,6.0,PIT LANE INCIDENT INVOLVING CAR 63 (RUS) NOTED - NO INVESTIGATION NECESSARY,no_investigation,63,1,Pit Lane,,other
5569,2021-hun,Race,2021-08-01 06:40:47-07:00,7.0,PIT LANE INCIDENT INVOLVING CARS 7 (RAI) AND 9 (MAZ) NOTED - UNSAFE RELEASE,noted,7|9,2,Pit Lane,,unsafe_release
5570,2021-hun,Race,2021-08-01 06:41:30-07:00,8.0,PIT LANE INCIDENT INVOLVING CARS 7 (RAI) AND 9 (MAZ) UNDER INVESTIGATION - UNSAFE RELEASE,investigation,7|9,2,Pit Lane,,unsafe_release
5571,2021-hun,Race,2021-08-01 06:43:36-07:00,9.0,PIT LANE INCIDENT INVOLVING CARS 22 (TSU) AND 55 (SAI) NOTED - UNSAFE RELEASE,noted,22|55,2,Pit Lane,,unsafe_release
5572,2021-hun,Race,2021-08-01 06:44:16-07:00,10.0,10 SECOND STOP/GO PENALTY FOR CAR 99 (GIO) - SPEEDING IN THE PIT LANE,sanction_announced,99,1,Pit Lane,,other
5574,2021-hun,Race,2021-08-01 06:46:36-07:00,12.0,PIT LANE INCIDENT INVOLVING CARS 22 (TSU) AND 55 (SAI) NO INVESTIGATION NECESSARY - UNSAFE RELEASE,no_investigation,22|55,2,Pit Lane,,unsafe_release
5575,2021-hun,Race,2021-08-01 06:50:18-07:00,14.0,10 SECOND TIME PENALTY FOR CAR 7 (RAI) - UNSAFE RELEASE,sanction_announced,7,1,,,unsafe_release
5576,2021-hun,Race,2021-08-01 06:51:12-07:00,15.0,TURN 1 INCIDENT INVOLVING CARS 33 (VER) AND 47 (MSC) NOTED,noted,33|47,2,Turn 1,,other
5577,2021-hun,Race,2021-08-01 06:51:22-07:00,15.0,TURN 1 INCIDENT INVOLVING CARS 33 (VER) AND 47 (MSC) NO INVESTIGATION NECESSARY,no_investigation,33|47,2,Turn 1,,other
5626,2021-ita,Race,2021-09-12 06:08:13-07:00,4.0,TURN 5 INCIDENT INVOLVING CARS 14 (ALO) 31 AND 6 (LAT) NOTED,noted,6|14,2,Turn 5,,other
5628,2021-ita,Race,2021-09-12 06:09:57-07:00,5.0,TURN 4 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) - NO INVESTIGATION NECESSARY,no_investigation,33|44,2,Turn 4,,other
5629,2021-ita,Race,2021-09-12 06:10:38-07:00,5.0,TURN 5 INCIDENT INVOLVING CARS 99 (GIO) AND 55 (SAI) UNDER INVESTIGATION,investigation,55|99,2,Turn 5,,other
5632,2021-ita,Race,2021-09-12 06:13:30-07:00,7.0,5 SECOND TIME PENALTY FOR CAR 99 (GIO) - UNSAFE REJOIN,sanction_announced,99,1,,,unsafe_rejoin
5633,2021-ita,Race,2021-09-12 06:14:35-07:00,8.0,TURN 5 INCIDENT INVOLVING CARS 14 (ALO) 31 AND 6 (LAT) NO INVESTIGATION NECESSARY,no_investigation,6|14,2,Turn 5,,other
5636,2021-ita,Race,2021-09-12 06:25:32-07:00,16.0,TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) NOTED,noted,5|31,2,Turn 4,,other
5637,2021-ita,Race,2021-09-12 06:25:48-07:00,16.0,TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 31 (OCO) UNDER INVESTIGATION,investigation,5|31,2,Turn 4,,other
5638,2021-ita,Race,2021-09-12 06:32:00-07:00,20.0,5 SECOND TIME PENALTY FOR CAR 31 (OCO) - CAUSING A COLLISION AT TURN 4,sanction_announced,31,1,Turn 4,,causing_collision
5641,2021-ita,Race,2021-09-12 06:34:11-07:00,22.0,TURN 2 INCIDENT INVOLVING CAR 33 (VER) - NOTED,noted,33,1,Turn 2,,other
5642,2021-ita,Race,2021-09-12 06:35:26-07:00,23.0,TURN 2 INCIDENT INVOLVING CAR 33 (VER) - NO INVESTIGATION NECESSARY,no_investigation,33,1,Turn 2,,other
5647,2021-ita,Race,2021-09-12 06:45:03-07:00,28.0,TURN 2 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) - WILL BE INVESTIGATED AFTER THE RACE,post_session_investigation,33|44,2,Turn 2,,other
5658,2021-ita,Race,2021-09-12 06:55:27-07:00,33.0,TURN 5 INCIDENT INVOLVING CAR 16 (LEC) NOTED,noted,16,1,Turn 5,,other
5660,2021-ita,Race,2021-09-12 06:56:13-07:00,33.0,TURN 4 INCIDENT INVOLVING CARS 47 (MSC) AND 9 (MAZ) NOTED,noted,9|47,2,Turn 4,,other
5661,2021-ita,Race,2021-09-12 06:56:57-07:00,34.0,TURN 1 INCIDENT INVOLVING CARS 5 (VET) 99 AND 47 (MSC) NOTED,noted,5|47,2,Turn 1,,other
5664,2021-ita,Race,2021-09-12 07:01:36-07:00,37.0,5 SECOND TIME PENALTY FOR CAR 11 (PER) - LEAVING THE TRACK AND GAINING AN ADVANTAGE AT TURN 5,sanction_announced,11,1,Turn 5,,gaining_advantage_off_track
5665,2021-ita,Race,2021-09-12 07:04:47-07:00,39.0,5 SECOND TIME PENALTY FOR CAR 9 (MAZ) - CAUSING A COLLISION AT TURN 4,sanction_announced,9,1,Turn 4,,causing_collision
5683,2021-ita,Race,2021-09-12 07:13:04-07:00,45.0,TURN 1 INCIDENT INVOLVING CARS 5 (VET) 99 AND 47 (MSC) - NO FURTHER ACTION,no_further_action,5|47,2,Turn 1,,other
5691,2021-ita,Race,2021-09-12 07:21:51-07:00,51.0,INCIDENT INVOLVING CAR 18 (STR) UNDER INVESTIGATION - ALLEDGEDLY FAILING TO SLOW UNDER YELLOW FLAGS,investigation,18,1,,,other
5706,2021-ita,Sprint,2021-09-11 07:36:24-07:00,2.0,TURN 1 INCIDENT INVOLVING CAR 10 (GAS) NOTED ,noted,10,1,Turn 1,,other
5707,2021-ita,Sprint,2021-09-11 07:39:19-07:00,3.0,TURN 5 INCIDENT INVOLVING CAR 22 (TSU) NOTED,noted,22,1,Turn 5,,other
5711,2021-ita,Sprint,2021-09-11 07:41:34-07:00,4.0,TURN 1 INCIDENT INVOLVING CAR 10 (GAS) NO INVESTIGATION NECESSARY ,no_investigation,10,1,Turn 1,,other
5712,2021-ita,Sprint,2021-09-11 07:41:42-07:00,4.0,TURN 5 INCIDENT INVOLVING CAR 22 (TSU) NO INVESTIGATION NECESSARY,no_investigation,22,1,Turn 5,,other
5716,2021-ita,Sprint,2021-09-11 07:49:02-07:00,10.0,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 5 (VET) NOTED,noted,5|11,2,Turn 1,,other
5717,2021-ita,Sprint,2021-09-11 07:52:05-07:00,12.0,CORRECTION - TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 18 (STR) NOTED,noted,11|18,2,Turn 1,,other
5718,2021-ita,Sprint,2021-09-11 07:55:34-07:00,14.0,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 18 (STR) UNDER INVESTIGATION,investigation,11|18,2,Turn 1,,other
5719,2021-ita,Sprint,2021-09-11 07:59:35-07:00,17.0,TURN 1 INCIDENT INVOLVING CARS 11 (PER) AND 18 (STR) - NO FURTHER ACTION,no_further_action,11|18,2,Turn 1,,other
5820,2021-mco,Race,2021-05-23 07:21:52-07:00,63.0,CAR 18 (STR) UNDER INVESTIGATION - FAILING TO KEEP TO THE RIGHT OF THE LINE AT PIT EXIT,investigation,18,1,Pit Lane,,other
5830,2021-mco,Race,2021-05-23 07:27:40-07:00,67.0,CAR 18 (STR) - NO FURTHER ACTION,no_further_action,18,1,,,other
5851,2021-mex,Race,2021-11-07 11:06:55-08:00,2.0,LAP 1 TURNS 1-2 INCIDENT NOTED,noted,,0,Turn 1-2,1.0,other
5855,2021-mex,Race,2021-11-07 11:14:11-08:00,7.0,TURN 7 INCIDENT INVOLVING CARS 3 (RIC) AND 18 (STR) NOTED,noted,3|18,2,Turn 7,,other
5857,2021-mex,Race,2021-11-07 11:15:02-08:00,7.0,LAP 1 TURNS 1-2 INCIDENT NO INVESTIGATION NECESSARY,no_investigation,,0,Turn 1-2,1.0,other
5858,2021-mex,Race,2021-11-07 11:17:11-08:00,9.0,TURN 7 INCIDENT INVOLVING CARS 3 (RIC) AND 18 (STR) NO INVESTIGATION NECESSARY,no_investigation,3|18,2,Turn 7,,other
5986,2021-ned,Race,2021-09-05 06:45:04-07:00,34.0,5 SECOND TIME PENALTY FOR CAR 63 (RUS) - SPEEDING IN THE PIT LANE,sanction_announced,63,1,Pit Lane,,other
6054,2021-ned,Race,2021-09-05 07:27:24-07:00,68.0,TURN 1 INCIDENT INVOLVING CARS 4 (NOR) AND 11 (PER) NOTED ,noted,4|11,2,Turn 1,,other
6092,2021-por,Race,2021-05-02 07:21:52-07:00,11.0,MAIN STRAIGHT INCIDENT INVOLVING CARS 7 (RAI) AND 99 (GIO) NOTED - NO INVESTIGATION NECESSARY,no_investigation,7|99,2,,,other
6128,2021-por,Race,2021-05-02 08:13:21-07:00,49.0,TURN 3 INCIDENT INVOLVING CARS 9 (MAZ) AND 11 (PER) UNDER INVESTIGATION -IGNORING BLUE FLAGS,investigation,9|11,2,Turn 3,,blue_flags
6129,2021-por,Race,2021-05-02 08:17:16-07:00,52.0,5 SECOND TIME PENALTY FOR CAR 9 (MAZ) - IGNORING BLUE FLAGS,sanction_announced,9,1,,,blue_flags
6263,2021-rus,Race,2021-09-26 05:04:23-07:00,1.0,TURN 2 INCIDENT NOTED,noted,,0,Turn 2,,other
6270,2021-rus,Race,2021-09-26 05:07:56-07:00,3.0,TURN 2 INCIDENT NO INVESTIGATION NECESSARY,no_investigation,,0,Turn 2,,other
6271,2021-rus,Race,2021-09-26 05:09:55-07:00,4.0,TURN 2 INCIDENT INVOLVING CAR 47 (MSC) NOTED ,noted,47,1,Turn 2,,other
6273,2021-rus,Race,2021-09-26 05:13:02-07:00,6.0,TURN 2 INCIDENT INVOLVING CAR 47 (MSC) NO INVESTIGATION NECESSARY ,no_investigation,47,1,Turn 2,,other
6275,2021-rus,Race,2021-09-26 05:35:43-07:00,19.0,TURN 2 INCIDENT INVOLVING CAR 63 (RUS) NOTED,noted,63,1,Turn 2,,other
6277,2021-rus,Race,2021-09-26 05:39:15-07:00,21.0,TURN 2 INCIDENT INVOLVING CAR 63 (RUS) NO INVESTIGATION NECESSARY,no_investigation,63,1,Turn 2,,other
6331,2021-rus,Race,2021-09-26 06:29:27-07:00,51.0,TURN 9 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) NOTED,noted,10|18,2,Turn 9,,other
6349,2021-rus,Race,2021-09-26 06:32:50-07:00,53.0,TURN 9 INCIDENT INVOLVING CARS 18 (STR) AND 10 (GAS) - WILL BE INVESTIGATED AFTER THE RACE,post_session_investigation,10|18,2,Turn 9,,other
6350,2021-rus,Race,2021-09-26 06:33:39-07:00,53.0,PIT ENTRY INCIDENT INVOLVING CAR 4 (NOR) - WILL BE INVESTIGATED AFTER THE RACE,post_session_investigation,4,1,Pit Lane,,other
6361,2021-sao,Race,2021-11-14 09:04:28-08:00,2.0,TURN 1 INCIDENT NOTED ,noted,,0,Turn 1,,other
6363,2021-sao,Race,2021-11-14 09:06:00-08:00,3.0,TURN 1 INCIDENT NO INVESTIGATION NECESSARY ,no_investigation,,0,Turn 1,,other
6372,2021-sao,Race,2021-11-14 09:18:27-08:00,10.0,TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 18 (STR) UNDER INVESTIGATION,investigation,18|22,2,Turn 1,,other
6384,2021-sao,Race,2021-11-14 09:24:58-08:00,15.0,10 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION,sanction_announced,22,1,,,causing_collision
6386,2021-sao,Race,2021-11-14 09:25:44-08:00,16.0,TURN 2 INCIDENT INVOLVING CARS 7 (RAI) AND 47 (MSC) NOTED,noted,7|47,2,Turn 2,,other
6387,2021-sao,Race,2021-11-14 09:26:58-08:00,17.0,TURN 2 INCIDENT INVOLVING CARS 7 (RAI) AND 47 (MSC) NO INVESTIGATION NECESSARY,no_investigation,7|47,2,Turn 2,,other
6430,2021-sao,Race,2021-11-14 10:07:03-08:00,48.0,TURN 4 INCIDENT INVOLVING CARS 33 (VER) AND 44 (HAM) NOTED,noted,33|44,2,Turn 4,,other
6438,2021-sao,Race,2021-11-14 10:12:14-08:00,53.0,TURN 4 INCIDENT INVOLVING CARS 33 (VER) AND 44 (HAM) NO INVESTIGATION NECESSARY,no_investigation,33|44,2,Turn 4,,other
6492,2021-sao,Sprint,2021-11-13 11:35:54-08:00,3.0,TURN 1 INCIDENT INVOLVING CARS 7 (RAI) AND 99 (GIO) NOTED,noted,7|99,2,Turn 1,,other
6493,2021-sao,Sprint,2021-11-13 11:37:55-08:00,4.0,TURN 1 INCIDENT INVOLVING CARS 7 (RAI) AND 99 (GIO) NO INVESTIGATION NECESSARY,no_investigation,7|99,2,Turn 1,,other
6514,2021-sau,Race,2021-12-05 09:36:21-08:00,2.0,TURN 7 INCIDENT INVOLVING CARS 18 (STR) AND 63 (RUS) NOTED,noted,18|63,2,Turn 7,,other
6516,2021-sau,Race,2021-12-05 09:39:01-08:00,4.0,TURN 7 INCIDENT INVOLVING CARS 18 (STR) AND 63 (RUS) NO INVESTIGATION NECESSARY,no_investigation,18|63,2,Turn 7,,other
6517,2021-sau,Race,2021-12-05 09:41:37-08:00,6.0,START INCIDENT INVOLVING CARS 31 (OCO) AND 22 (TSU) NOTED,noted,22|31,2,,,other
6519,2021-sau,Race,2021-12-05 09:44:56-08:00,8.0,START INCIDENT INVOLVING CARS 31 (OCO) AND 22 (TSU) NO INVESTIGATION NECESSARY,no_investigation,22|31,2,,,other
6536,2021-sau,Race,2021-12-05 10:42:49-08:00,16.0,TURN 3 INCIDENT NOTED,noted,,0,Turn 3,,other
6537,2021-sau,Race,2021-12-05 10:48:41-08:00,19.0,TURN 3 INCIDENT WILL BE INVESTIGATED AFTER THE RACE,post_session_investigation,,0,Turn 3,,other
6546,2021-sau,Race,2021-12-05 10:59:10-08:00,25.0,TURN 2 INCIDENT INVOLVING CARS 5 (VET) AND 22 (TSU) NOTED - CAUSING A COLLISION,noted,5|22,2,Turn 2,,causing_collision
6547,2021-sau,Race,2021-12-05 10:59:28-08:00,26.0,TURN 2 INCIDENT INVOLVING CARS 5 (VET) AND 22 (TSU) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,5|22,2,Turn 2,,causing_collision
6548,2021-sau,Race,2021-12-05 11:00:24-08:00,26.0,5 SECOND TIME PENALTY FOR CAR 22 (TSU) - CAUSING A COLLISION,sanction_announced,22,1,,,causing_collision
6572,2021-sau,Race,2021-12-05 11:12:26-08:00,33.0,TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 7 (RAI) NOTED,noted,5|7,2,Turn 4,,other
6584,2021-sau,Race,2021-12-05 11:19:00-08:00,37.0,TURN 1 INCIDENT INVOLVING CARS 33 (VER) AND 44 (HAM) NOTED,noted,33|44,2,Turn 1,,other
6585,2021-sau,Race,2021-12-05 11:20:39-08:00,38.0,TURN 25 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) NOTED,noted,33|44,2,Turn 25,,other
6586,2021-sau,Race,2021-12-05 11:20:49-08:00,38.0,TURN 25 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) UNDER INVESTIGATION,investigation,33|44,2,Turn 25,,other
6587,2021-sau,Race,2021-12-05 11:27:46-08:00,43.0,5 SECOND TIME PENALTY FOR CAR 33 (VER) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,sanction_announced,33,1,,,gaining_advantage_off_track
6588,2021-sau,Race,2021-12-05 11:28:21-08:00,43.0,TURN 27 INCIDENT INVOLVING CARS 44 (HAM) AND 33 (VER) - WILL BE INVESTIGATED AFTER THE RACE,post_session_investigation,33|44,2,Turn 27,,other
6589,2021-sau,Race,2021-12-05 11:29:52-08:00,44.0,TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 7 (RAI) NO INVESTIGATION NECESSARY,no_investigation,5|7,2,Turn 4,,other
6609,2021-sty,Race,2021-06-27 06:09:00-07:00,6.0,TURN 3 INCIDENT LAP 1 NOTED - NO INVESTIGATION NECESSARY,no_investigation,,0,Turn 3,,other
6714,2021-tur,Race,2021-10-10 05:03:59-07:00,1.0,TURN 1 INCIDENT NOTED,noted,,0,Turn 1,,other
6723,2021-tur,Race,2021-10-10 05:07:14-07:00,3.0,TURN 4 INCIDENT INVOLVING CAR 47 (MSC) NOTED ,noted,47,1,Turn 4,,other
6724,2021-tur,Race,2021-10-10 05:09:33-07:00,4.0,TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,10|14,2,Turn 1,,causing_collision
6725,2021-tur,Race,2021-10-10 05:10:38-07:00,5.0,TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 47 (MSC) NOTED,noted,14|47,2,Turn 4,,other
6726,2021-tur,Race,2021-10-10 05:11:57-07:00,6.0,TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 47 (MSC) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,14|47,2,Turn 4,,causing_collision
6727,2021-tur,Race,2021-10-10 05:15:01-07:00,8.0,5 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION,sanction_announced,10,1,,,causing_collision
6728,2021-tur,Race,2021-10-10 05:17:08-07:00,9.0,5 SECOND TIME PENALTY FOR CAR 14 (ALO) - CAUSING A COLLISION,sanction_announced,14,1,,,causing_collision
6729,2021-tur,Race,2021-10-10 05:25:09-07:00,14.0,TURN 12 INCIDENT INVOLVING CARS 55 (SAI) AND 5 (VET) NOTED,noted,5|55,2,Turn 12,,other
6730,2021-tur,Race,2021-10-10 05:26:38-07:00,15.0,TURN 12 INCIDENT INVOLVING CARS 55 (SAI) AND 5 (VET) - NO INVESTIGATION NECESSARY,no_investigation,5|55,2,Turn 12,,other
6810,2021-usa,Race,2021-10-24 12:04:19-07:00,1.0,TURN 1 INCIDENT NOTED,noted,,0,Turn 1,,other
6812,2021-usa,Race,2021-10-24 12:07:45-07:00,3.0,TURN 1 INCIDENT NO INVESTIGATION NECESSARY,no_investigation,,0,Turn 1,,other
6821,2021-usa,Race,2021-10-24 12:31:10-07:00,17.0,TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 7 (RAI) NOTED,noted,7|14,2,Turn 1,,other
6823,2021-usa,Race,2021-10-24 12:34:14-07:00,18.0,TURN 1 INCIDENT INVOLVING CARS 14 (ALO) AND 7 (RAI) NO INVESTIGATION NECESSARY,no_investigation,7|14,2,Turn 1,,other
6826,2021-usa,Race,2021-10-24 12:39:39-07:00,22.0,TURN 12 INCIDENT INVOLVING CARS 14 (ALO) AND 99 (GIO) NOTED,noted,14|99,2,Turn 12,,other
6831,2021-usa,Race,2021-10-24 12:46:37-07:00,26.0,TURN 12 INCIDENT INVOLVING CARS 99 (GIO) AND 14 (ALO) NOTED ,noted,14|99,2,Turn 12,,other
6845,2021-usa,Race,2021-10-24 12:52:01-07:00,29.0,TURN 12 INCIDENT INVOLVING CARS 99 (GIO) AND 14 (ALO) NO INVESTIGATION NECESSARY ,no_investigation,14|99,2,Turn 12,,other
6912,2022-abu,Race,2022-11-20 05:04:49-08:00,2.0,TURN 6 INCIDENT INVOLVING CARS 44 (HAM) AND 55 (SAI) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,44|55,2,Turn 6,,forcing_off_track
6915,2022-abu,Race,2022-11-20 05:07:01-08:00,3.0,TURN 6 INCIDENT INVOLVING CAR 44 (HAM) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,noted,44,1,Turn 6,,gaining_advantage_off_track
6916,2022-abu,Race,2022-11-20 05:07:13-08:00,3.0,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,investigation,44,1,Turn 6,,gaining_advantage_off_track
6918,2022-abu,Race,2022-11-20 05:10:01-08:00,5.0,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CAR 44 (HAM) NO FURTHER ACTION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,no_further_action,44,1,Turn 6,,gaining_advantage_off_track
6929,2022-abu,Race,2022-11-20 05:28:52-08:00,17.0,PIT LANE INCIDENT INVOLVING CAR 63 (RUS) NOTED - UNSAFE RELEASE,noted,63,1,Pit Lane,,unsafe_release
6931,2022-abu,Race,2022-11-20 05:30:45-08:00,19.0,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 63 (RUS) UNDER INVESTIGATION - UNSAFE RELEASE,investigation,63,1,Pit Lane,,unsafe_release
6934,2022-abu,Race,2022-11-20 05:34:27-08:00,21.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - UNSAFE RELEASE,sanction_announced,63,1,,,unsafe_release
6947,2022-abu,Race,2022-11-20 06:02:22-08:00,39.0,TURN 5 INCIDENT INVOLVING CARS 47 (MSC) AND 6 (LAT) NOTED - CAUSING A COLLISION,noted,6|47,2,Turn 5,,causing_collision
6950,2022-abu,Race,2022-11-20 06:02:47-08:00,40.0,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 47 (MSC) AND 6 (LAT) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,6|47,2,Turn 5,,causing_collision
6952,2022-abu,Race,2022-11-20 06:05:20-08:00,41.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 47 (MSC) - CAUSING A COLLISION,sanction_announced,47,1,,,causing_collision
6955,2022-abu,Race,2022-11-20 06:10:25-08:00,45.0,TURN 9 INCIDENT INVOLVING CARS 18 (STR) AND 24 (ZHO) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,18|24,2,Turn 9,,forcing_off_track
7022,2022-aus,Race,2022-04-09 22:49:13-07:00,28.0,INCIDENT INVOLVING CARS 47 (MSC) AND 22 (TSU) AND 10 (GAS) NOTED - SAFETY CAR INFRINGEMENT,noted,10|22|47,3,,,other
7024,2022-aus,Race,2022-04-09 22:58:59-07:00,35.0,FIA STEWARDS: INCIDENT INVOLVING CARS 47 (MSC) AND 22 (TSU) AND 10 (GAS) WILL BE INVESTIGATED AFTER THE RACE - SAFETY CAR INFRINGEMENT,post_session_investigation,10|22|47,3,,,other
7025,2022-aus,Race,2022-04-09 23:03:06-07:00,38.0,TURN 1 INCIDENT INVOLVING CAR 18 (STR) NOTED - WEAVING ON STRAIGHT,noted,18,1,Turn 1,,other
7030,2022-aus,Race,2022-04-09 23:09:26-07:00,43.0,TURN 3 INCIDENT INVOLVING CARS 18 (STR) AND 77 (BOT) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,18|77,2,Turn 3,,forcing_off_track
7031,2022-aus,Race,2022-04-09 23:09:45-07:00,43.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 18 (STR) - WEAVING ON STRAIGHT,sanction_announced,18,1,,,other
7035,2022-aus,Race,2022-04-09 23:24:57-07:00,54.0,TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 20 (MAG) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,14|20,2,Turn 4,,forcing_off_track
7041,2022-aus,Race,2022-04-09 23:28:09-07:00,56.0,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 14 (ALO) AND 20 (MAG) WILL BE INVESTIGATED AFTER THE RACE - FORCING ANOTHER DRIVER OFF THE TRACK,post_session_investigation,14|20,2,Turn 4,,forcing_off_track
7063,2022-aut,Race,2022-07-10 06:03:47-07:00,1.0,INCIDENT INVOLVING CARS 22 (TSU) AND 23 (ALB) NOTED - STARTING PROCEDURE INFRINGEMENT,noted,22|23,2,,,other
7065,2022-aut,Race,2022-07-10 06:05:41-07:00,3.0,TURN 4 INCIDENT INVOLVING CARS 63 (RUS) AND 11 (PER) NOTED - CAUSING A COLLISION,noted,11|63,2,Turn 4,,causing_collision
7074,2022-aut,Race,2022-07-10 06:14:33-07:00,10.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - CAUSING A COLLISION,sanction_announced,63,1,,,causing_collision
7123,2022-aut,Race,2022-07-10 06:40:58-07:00,32.0,INCIDENT INVOLVING CAR 10 (GAS) NOTED - TRACK LIMITS,noted,10,1,,,track_limits
7124,2022-aut,Race,2022-07-10 06:41:10-07:00,32.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - TRACK LIMITS,sanction_announced,10,1,,,track_limits
7130,2022-aut,Race,2022-07-10 06:43:16-07:00,34.0,INCIDENT INVOLVING CAR 4 (NOR) NOTED - TRACK LIMITS,noted,4,1,,,track_limits
7131,2022-aut,Race,2022-07-10 06:43:28-07:00,34.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 4 (NOR) - TRACK LIMITS,sanction_announced,4,1,,,track_limits
7132,2022-aut,Race,2022-07-10 06:45:09-07:00,36.0,TURN 3 INCIDENT INVOLVING CARS 14 (ALO) AND 22 (TSU) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,noted,14|22,2,Turn 3,,forcing_off_track
7141,2022-aut,Race,2022-07-10 06:49:06-07:00,39.0,INCIDENT INVOLVING CAR 24 (ZHO) NOTED - TRACK LIMITS,noted,24,1,,,track_limits
7142,2022-aut,Race,2022-07-10 06:49:18-07:00,39.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 24 (ZHO) - TRACK LIMITS,sanction_announced,24,1,,,track_limits
7155,2022-aut,Race,2022-07-10 06:51:48-07:00,42.0,TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 10 (GAS) NOTED - CAUSING A COLLISION,noted,5|10,2,Turn 4,,causing_collision
7156,2022-aut,Race,2022-07-10 06:51:55-07:00,42.0,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CARS 5 (VET) AND 10 (GAS) UNDER INVESTIGATION - CAUSING A COLLISION,investigation,5|10,2,Turn 4,,causing_collision
7157,2022-aut,Race,2022-07-10 06:52:11-07:00,42.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - CAUSING A COLLISION,sanction_announced,10,1,,,causing_collision
7174,2022-aut,Race,2022-07-10 07:03:59-07:00,52.0,INCIDENT INVOLVING CAR 10 (GAS) NOTED - FAILING TO SERVE THE TIME PENALTY,sanction_announced,10,1,,,other
7181,2022-aut,Race,2022-07-10 07:06:58-07:00,54.0,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) REVIEWED NO FURTHER INVESTIGATION - FAILING TO SERVE THE TIME PENALTY,sanction_announced,10,1,,,other
7215,2022-aut,Race,2022-07-10 07:23:27-07:00,68.0,PIT LANE INCIDENT INVOLVING CAR 14 (ALO) NOTED - RELEASE IN UNSAFE CONDITION,noted,14,1,Pit Lane,,other
7217,2022-aut,Race,2022-07-10 07:23:46-07:00,68.0,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 14 (ALO) WILL BE INVESTIGATED AFTER THE RACE - RELEASE IN UNSAFE CONDITION,post_session_investigation,14,1,Pit Lane,,other
7223,2022-aut,Race,2022-07-10 07:28:38-07:00,71.0,INCIDENT INVOLVING CAR 5 (VET) NOTED - TRACK LIMITS,noted,5,1,,,track_limits
7224,2022-aut,Race,2022-07-10 07:29:21-07:00,71.0,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 5 (VET) - TRACK LIMITS,sanction_announced,5,1,,,track_limits
